model_type,normalization_strategy,stopword_removal_strategy,vectorizer,max_features,ngram_range,vocab_size,training_accuracy,test_accuracy,processing_duration,report_training_data,report_test_data
NaiveBayes,lemmatizer,w-stopwords,TfidfVectorizer,250000,UNIGRAMS,250000,0.778396875,0.8133704735376045,9.566187348998938,"{'0': {'f1-score': 0.7769196649060498, 'precision': 0.7796346922411561, 'recall': 0.7742234817610694, 'support': 159494.0}, '4': {'f1-score': 0.7798546499896001, 'precision': 0.7771837661574255, 'recall': 0.7825439547431249, 'support': 160506.0}, 'accuracy': 0.778396875, 'macro avg': {'f1-score': 0.7783871574478249, 'precision': 0.7784092291992908, 'recall': 0.7783837182520972, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7783917983929883, 'precision': 0.7784053536724208, 'recall': 0.778396875, 'support': 320000.0}}","{'0': {'f1-score': 0.8091168091168092, 'precision': 0.8160919540229885, 'recall': 0.8022598870056498, 'support': 177.0}, '4': {'f1-score': 0.8174386920980926, 'precision': 0.8108108108108109, 'recall': 0.8241758241758241, 'support': 182.0}, 'accuracy': 0.8133704735376045, 'macro avg': {'f1-score': 0.8132777506074509, 'precision': 0.8134513824168996, 'recall': 0.813217855590737, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8133357024387968, 'precision': 0.8134146056535837, 'recall': 0.8133704735376045, 'support': 359.0}}"
NaiveBayes,porter,w-stopwords,HashingVectorizer,ALL_FEATURES,UNI_AND_BIGRAMS,3500000,0.752890625,0.766016713091922,15.112600977998227,"{'0': {'f1-score': 0.7450780643019024, 'precision': 0.7668199523553574, 'recall': 0.7245350922291748, 'support': 159494.0}, '4': {'f1-score': 0.7602385637660813, 'precision': 0.7404917868175617, 'recall': 0.7810673744283703, 'support': 160506.0}, 'accuracy': 0.752890625, 'macro avg': {'f1-score': 0.7526583140339919, 'precision': 0.7536558695864595, 'recall': 0.7528012333287726, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7526822865737697, 'precision': 0.753614238174703, 'recall': 0.752890625, 'support': 320000.0}}","{'0': {'f1-score': 0.7558139534883721, 'precision': 0.7784431137724551, 'recall': 0.7344632768361582, 'support': 177.0}, '4': {'f1-score': 0.7754010695187166, 'precision': 0.7552083333333334, 'recall': 0.7967032967032966, 'support': 182.0}, 'accuracy': 0.766016713091922, 'macro avg': {'f1-score': 0.7656075115035443, 'precision': 0.7668257235528942, 'recall': 0.7655832867697274, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7657439120330035, 'precision': 0.7666639214606998, 'recall': 0.766016713091922, 'support': 359.0}}"
NaiveBayes,lemmatizer,wo-stopwords-nltk,TfidfVectorizer,ALL_FEATURES,UNI_AND_BIGRAMS,4360178,0.779359375,0.83008356545961,22.398652359999687,"{'0': {'f1-score': 0.7737142527490489, 'precision': 0.7913953961041941, 'recall': 0.7568058986544949, 'support': 159494.0}, '4': {'f1-score': 0.7847296963562136, 'precision': 0.7683980486872825, 'recall': 0.8017706503183681, 'support': 160506.0}, 'accuracy': 0.779359375, 'macro avg': {'f1-score': 0.7792219745526312, 'precision': 0.7798967223957383, 'recall': 0.7792882744864316, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7792393927228352, 'precision': 0.7798603578401353, 'recall': 0.779359375, 'support': 320000.0}}","{'0': {'f1-score': 0.8231884057971014, 'precision': 0.8452380952380952, 'recall': 0.8022598870056498, 'support': 177.0}, '4': {'f1-score': 0.8364611260053619, 'precision': 0.8167539267015707, 'recall': 0.8571428571428571, 'support': 182.0}, 'accuracy': 0.83008356545961, 'macro avg': {'f1-score': 0.8298247659012317, 'precision': 0.8309960109698329, 'recall': 0.8297013720742534, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8299171943149383, 'precision': 0.8307976532502194, 'recall': 0.83008356545961, 'support': 359.0}}"
NaiveBayes,lemmatizer,wo-stopwords-custom,HashingVectorizer,10000,UNI_AND_BIGRAMS,10000,0.689184375,0.7409470752089137,10.26117932300076,"{'0': {'f1-score': 0.6746738102948054, 'precision': 0.705264885490963, 'recall': 0.6466262053744969, 'support': 159494.0}, '4': {'f1-score': 0.7024557771641742, 'precision': 0.675651878665109, 'recall': 0.7314742128020136, 'support': 160506.0}, 'accuracy': 0.689184375, 'macro avg': {'f1-score': 0.6885647937294899, 'precision': 0.690458382078036, 'recall': 0.6890502090882553, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.688608723964602, 'precision': 0.6904115565109926, 'recall': 0.689184375, 'support': 320000.0}}","{'0': {'f1-score': 0.7256637168141593, 'precision': 0.7592592592592593, 'recall': 0.6949152542372882, 'support': 177.0}, '4': {'f1-score': 0.7546174142480211, 'precision': 0.7258883248730964, 'recall': 0.7857142857142857, 'support': 182.0}, 'accuracy': 0.7409470752089137, 'macro avg': {'f1-score': 0.7401405655310902, 'precision': 0.7425737920661779, 'recall': 0.7403147699757869, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7403421929505462, 'precision': 0.7423414039437114, 'recall': 0.7409470752089137, 'support': 359.0}}"
NaiveBayes,porter,wo-stopwords-nltk,HashingVectorizer,10000,UNIGRAMS,10000,0.685540625,0.7353760445682451,5.979876358000183,"{'0': {'f1-score': 0.667250860583775, 'precision': 0.7059482077009733, 'recall': 0.6325755200822601, 'support': 159494.0}, '4': {'f1-score': 0.7019245295314717, 'precision': 0.6690704358972911, 'recall': 0.7381717817402464, 'support': 160506.0}, 'accuracy': 0.685540625, 'macro avg': {'f1-score': 0.6845876950576233, 'precision': 0.6875093217991322, 'recall': 0.6853736509112534, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.6846425227966468, 'precision': 0.6874510088224677, 'recall': 0.685540625, 'support': 320000.0}}","{'0': {'f1-score': 0.7214076246334311, 'precision': 0.75, 'recall': 0.6949152542372882, 'support': 177.0}, '4': {'f1-score': 0.7480106100795756, 'precision': 0.7230769230769231, 'recall': 0.7747252747252747, 'support': 182.0}, 'accuracy': 0.7353760445682451, 'macro avg': {'f1-score': 0.7347091173565033, 'precision': 0.7365384615384616, 'recall': 0.7348202644812815, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7348943749153204, 'precision': 0.7363509749303622, 'recall': 0.7353760445682451, 'support': 359.0}}"
NaiveBayes,none,wo-stopwords-nltk,HashingVectorizer,50000,UNI_AND_BI_AND_TRIGRAMS,50000,0.687278125,0.6991643454038997,12.642557086001034,"{'0': {'f1-score': 0.6730592682377002, 'precision': 0.7026857404034409, 'recall': 0.6458299371763201, 'support': 159494.0}, '4': {'f1-score': 0.7003117541185384, 'precision': 0.6742536517291291, 'recall': 0.7284649795023239, 'support': 160506.0}, 'accuracy': 0.687278125, 'macro avg': {'f1-score': 0.6866855111781194, 'precision': 0.688469696066285, 'recall': 0.687147458339322, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.6867286041714183, 'precision': 0.6884247378260687, 'recall': 0.687278125, 'support': 320000.0}}","{'0': {'f1-score': 0.6914285714285714, 'precision': 0.6994219653179191, 'recall': 0.6836158192090396, 'support': 177.0}, '4': {'f1-score': 0.7065217391304348, 'precision': 0.6989247311827957, 'recall': 0.7142857142857143, 'support': 182.0}, 'accuracy': 0.6991643454038997, 'macro avg': {'f1-score': 0.6989751552795032, 'precision': 0.6991733482503575, 'recall': 0.6989507667473769, 'support': 359.0}, 'weighted avg': {'f1-score': 0.6990802609041679, 'precision': 0.6991698856171045, 'recall': 0.6991643454038997, 'support': 359.0}}"
NaiveBayes,lemmatizer,w-stopwords,TfidfVectorizer,ALL_FEATURES,UNI_AND_BIGRAMS,3879253,0.797525,0.8440111420612814,27.22036841299996,"{'0': {'f1-score': 0.7948698465766262, 'precision': 0.8028254585454453, 'recall': 0.7870703600135428, 'support': 159494.0}, '4': {'f1-score': 0.8001122964626615, 'precision': 0.7924600943557653, 'recall': 0.8079137228514822, 'support': 160506.0}, 'accuracy': 0.797525, 'macro avg': {'f1-score': 0.7974910715196438, 'precision': 0.7976427764506053, 'recall': 0.7974920414325125, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.797499361143526, 'precision': 0.7976263862184804, 'recall': 0.797525, 'support': 320000.0}}","{'0': {'f1-score': 0.8372093023255814, 'precision': 0.8622754491017964, 'recall': 0.8135593220338984, 'support': 177.0}, '4': {'f1-score': 0.8502673796791443, 'precision': 0.828125, 'recall': 0.8736263736263736, 'support': 182.0}, 'accuracy': 0.8440111420612814, 'macro avg': {'f1-score': 0.8437383410023629, 'precision': 0.8452002245508983, 'recall': 0.843592847830136, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8438292746886691, 'precision': 0.8449624080529748, 'recall': 0.8440111420612814, 'support': 359.0}}"
NaiveBayes,none,w-stopwords,HashingVectorizer,50000,UNI_AND_BI_AND_TRIGRAMS,50000,0.714578125,0.7158774373259053,20.053981246999683,"{'0': {'f1-score': 0.7030422441793549, 'precision': 0.7301502616917103, 'recall': 0.6778750297816846, 'support': 159494.0}, '4': {'f1-score': 0.7252512551476847, 'precision': 0.7011662061945616, 'recall': 0.7510498049917137, 'support': 160506.0}, 'accuracy': 0.714578125, 'macro avg': {'f1-score': 0.7141467496635199, 'precision': 0.7156582339431359, 'recall': 0.7144624173866991, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7141818676621134, 'precision': 0.7156124029053811, 'recall': 0.714578125, 'support': 320000.0}}","{'0': {'f1-score': 0.7017543859649122, 'precision': 0.7272727272727273, 'recall': 0.6779661016949152, 'support': 177.0}, '4': {'f1-score': 0.7287234042553191, 'precision': 0.7061855670103093, 'recall': 0.7527472527472527, 'support': 182.0}, 'accuracy': 0.7158774373259053, 'macro avg': {'f1-score': 0.7152388951101156, 'precision': 0.7167291471415183, 'recall': 0.715356677221084, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7154267016441714, 'precision': 0.7165823006215849, 'recall': 0.7158774373259053, 'support': 359.0}}"
NaiveBayes,none,w-stopwords,TfidfVectorizer,ALL_FEATURES,UNI_AND_BIGRAMS,4075454,0.797665625,0.8523676880222841,27.821215129999473,"{'0': {'f1-score': 0.7949259640509937, 'precision': 0.8032272724363283, 'recall': 0.7867944875669304, 'support': 159494.0}, '4': {'f1-score': 0.8003330506514532, 'precision': 0.7923599704461772, 'recall': 0.808468219256601, 'support': 160506.0}, 'accuracy': 0.797665625, 'macro avg': {'f1-score': 0.7976295073512234, 'precision': 0.7977936214412528, 'recall': 0.7976313534117656, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7976380573069104, 'precision': 0.7977764375199808, 'recall': 0.797665625, 'support': 320000.0}}","{'0': {'f1-score': 0.8463768115942029, 'precision': 0.8690476190476191, 'recall': 0.8248587570621468, 'support': 177.0}, '4': {'f1-score': 0.8579088471849866, 'precision': 0.837696335078534, 'recall': 0.8791208791208791, 'support': 182.0}, 'accuracy': 0.8523676880222841, 'macro avg': {'f1-score': 0.8521428293895947, 'precision': 0.8533719770630765, 'recall': 0.851989818091513, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8522231360441266, 'precision': 0.8531536533585565, 'recall': 0.8523676880222841, 'support': 359.0}}"
NaiveBayes,none,wo-stopwords-custom,TfidfVectorizer,50000,UNI_AND_BIGRAMS,50000,0.786409375,0.8467966573816156,23.063272932999098,"{'0': {'f1-score': 0.7808505112494109, 'precision': 0.7990537374744896, 'recall': 0.7634581865148532, 'support': 159494.0}, '4': {'f1-score': 0.7916932069962849, 'precision': 0.7749133410098382, 'recall': 0.8092158548590084, 'support': 160506.0}, 'accuracy': 0.786409375, 'macro avg': {'f1-score': 0.7862718591228479, 'precision': 0.7869835392421639, 'recall': 0.7863370206869308, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7862890041354976, 'precision': 0.7869453672402542, 'recall': 0.786409375, 'support': 320000.0}}","{'0': {'f1-score': 0.8396501457725948, 'precision': 0.8674698795180723, 'recall': 0.8135593220338984, 'support': 177.0}, '4': {'f1-score': 0.8533333333333334, 'precision': 0.8290155440414507, 'recall': 0.8791208791208791, 'support': 182.0}, 'accuracy': 0.8467966573816156, 'macro avg': {'f1-score': 0.8464917395529641, 'precision': 0.8482427117797615, 'recall': 0.8463401005773887, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8465870263744177, 'precision': 0.847974923928253, 'recall': 0.8467966573816156, 'support': 359.0}}"
NaiveBayes,lemmatizer,w-stopwords,TfidfVectorizer,50000,UNI_AND_BIGRAMS,50000,0.787840625,0.8272980501392758,27.20869565999965,"{'0': {'f1-score': 0.7832253573743483, 'precision': 0.7980064153865173, 'recall': 0.7689819052754335, 'support': 159494.0}, '4': {'f1-score': 0.7922634656516112, 'precision': 0.7784458862224681, 'recall': 0.8065804393605224, 'support': 160506.0}, 'accuracy': 0.787840625, 'macro avg': {'f1-score': 0.7877444115129797, 'precision': 0.7882261508044928, 'recall': 0.787781172317978, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7877587030216932, 'precision': 0.788195220717752, 'recall': 0.787840625, 'support': 320000.0}}","{'0': {'f1-score': 0.8176470588235294, 'precision': 0.852760736196319, 'recall': 0.7853107344632768, 'support': 177.0}, '4': {'f1-score': 0.8359788359788359, 'precision': 0.8061224489795918, 'recall': 0.8681318681318682, 'support': 182.0}, 'accuracy': 0.8272980501392758, 'macro avg': {'f1-score': 0.8268129474011827, 'precision': 0.8294415925879555, 'recall': 0.8267213012975725, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8269406060164705, 'precision': 0.8291168134290645, 'recall': 0.8272980501392758, 'support': 359.0}}"
NaiveBayes,porter,wo-stopwords-nltk,HashingVectorizer,50000,UNI_AND_BIGRAMS,50000,0.701828125,0.7270194986072424,10.336067576999994,"{'0': {'f1-score': 0.6877117187883548, 'precision': 0.7193870214528797, 'recall': 0.6587081645704541, 'support': 159494.0}, '4': {'f1-score': 0.7147235136710867, 'precision': 0.6870871872107795, 'recall': 0.7446762114811908, 'support': 160506.0}, 'accuracy': 0.701828125, 'macro avg': {'f1-score': 0.7012176162297208, 'precision': 0.7032371043318296, 'recall': 0.7016921880258224, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7012603286303791, 'precision': 0.7031860302189343, 'recall': 0.7018281250000001, 'support': 320000.0}}","{'0': {'f1-score': 0.7083333333333334, 'precision': 0.7484276729559748, 'recall': 0.672316384180791, 'support': 177.0}, '4': {'f1-score': 0.743455497382199, 'precision': 0.71, 'recall': 0.7802197802197802, 'support': 182.0}, 'accuracy': 0.7270194986072424, 'macro avg': {'f1-score': 0.7258944153577662, 'precision': 0.7292138364779874, 'recall': 0.7262680822002856, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7261389986728696, 'precision': 0.7289462342986281, 'recall': 0.7270194986072424, 'support': 359.0}}"
NaiveBayes,lemmatizer,w-stopwords,TfidfVectorizer,250000,UNI_AND_BIGRAMS,250000,0.795534375,0.8384401114206128,27.308617618000426,"{'0': {'f1-score': 0.7916094696040742, 'precision': 0.8044588584856194, 'recall': 0.7791641064867644, 'support': 159494.0}, '4': {'f1-score': 0.7993141672315484, 'precision': 0.7872052488808067, 'recall': 0.8118014279840006, 'support': 160506.0}, 'accuracy': 0.795534375, 'macro avg': {'f1-score': 0.7954618184178113, 'precision': 0.7958320536832131, 'recall': 0.7954827672353825, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7954740014709347, 'precision': 0.7958047714130254, 'recall': 0.795534375, 'support': 320000.0}}","{'0': {'f1-score': 0.8323699421965318, 'precision': 0.8520710059171598, 'recall': 0.8135593220338984, 'support': 177.0}, '4': {'f1-score': 0.8440860215053764, 'precision': 0.8263157894736842, 'recall': 0.8626373626373627, 'support': 182.0}, 'accuracy': 0.8384401114206128, 'macro avg': {'f1-score': 0.8382279818509542, 'precision': 0.839193397695422, 'recall': 0.8380983423356305, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8383095701469767, 'precision': 0.8390140438204675, 'recall': 0.8384401114206128, 'support': 359.0}}"
NaiveBayes,none,w-stopwords,TfidfVectorizer,250000,UNI_AND_BIGRAMS,250000,0.795628125,0.841225626740947,28.328415985000902,"{'0': {'f1-score': 0.7917235932369642, 'precision': 0.8045007669555425, 'recall': 0.7793459315083953, 'support': 159494.0}, '4': {'f1-score': 0.7993889551808441, 'precision': 0.7873444798269413, 'recall': 0.8118076582806873, 'support': 160506.0}, 'accuracy': 0.795628125, 'macro avg': {'f1-score': 0.7955562742089042, 'precision': 0.795922623391242, 'recall': 0.7955767948945414, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7955683950624779, 'precision': 0.7958954950122198, 'recall': 0.795628125, 'support': 320000.0}}","{'0': {'f1-score': 0.8347826086956521, 'precision': 0.8571428571428571, 'recall': 0.8135593220338984, 'support': 177.0}, '4': {'f1-score': 0.8471849865951743, 'precision': 0.8272251308900523, 'recall': 0.8681318681318682, 'support': 182.0}, 'accuracy': 0.841225626740947, 'macro avg': {'f1-score': 0.8409837976454132, 'precision': 0.8421839940164547, 'recall': 0.8408455950828833, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8410701651795325, 'precision': 0.8419756533043878, 'recall': 0.841225626740947, 'support': 359.0}}"
NaiveBayes,none,wo-stopwords-nltk,HashingVectorizer,10000,UNI_AND_BI_AND_TRIGRAMS,10000,0.666446875,0.7465181058495822,12.738011239000116,"{'0': {'f1-score': 0.6494484092707967, 'precision': 0.68193449158212, 'recall': 0.6199167366797497, 'support': 159494.0}, '4': {'f1-score': 0.6818730496517315, 'precision': 0.6536160584191851, 'recall': 0.7126836379948414, 'support': 160506.0}, 'accuracy': 0.666446875, 'macro avg': {'f1-score': 0.6656607294612641, 'precision': 0.6677752750006526, 'recall': 0.6663001873372956, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.6657120009238664, 'precision': 0.6677304964782137, 'recall': 0.666446875, 'support': 320000.0}}","{'0': {'f1-score': 0.7331378299120235, 'precision': 0.7621951219512195, 'recall': 0.7062146892655368, 'support': 177.0}, '4': {'f1-score': 0.7586206896551724, 'precision': 0.7333333333333333, 'recall': 0.7857142857142857, 'support': 182.0}, 'accuracy': 0.7465181058495822, 'macro avg': {'f1-score': 0.7458792597835979, 'precision': 0.7477642276422765, 'recall': 0.7459644874899112, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7460567170241491, 'precision': 0.747563240256358, 'recall': 0.7465181058495822, 'support': 359.0}}"
NaiveBayes,porter,wo-stopwords-nltk,HashingVectorizer,ALL_FEATURES,UNI_AND_BI_AND_TRIGRAMS,10000000,0.724325,0.7493036211699164,13.986046762000115,"{'0': {'f1-score': 0.707621023604823, 'precision': 0.7505835864551693, 'recall': 0.6693104442800356, 'support': 159494.0}, '4': {'f1-score': 0.7392234880957308, 'precision': 0.7033176581765818, 'recall': 0.7789926856316898, 'support': 160506.0}, 'accuracy': 0.724325, 'macro avg': {'f1-score': 0.723422255850277, 'precision': 0.7269506223158755, 'recall': 0.7241515649558627, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7234722272472531, 'precision': 0.726875883066785, 'recall': 0.724325, 'support': 320000.0}}","{'0': {'f1-score': 0.7305389221556886, 'precision': 0.7770700636942676, 'recall': 0.6892655367231638, 'support': 177.0}, '4': {'f1-score': 0.765625, 'precision': 0.7277227722772277, 'recall': 0.8076923076923077, 'support': 182.0}, 'accuracy': 0.7493036211699164, 'macro avg': {'f1-score': 0.7480819610778443, 'precision': 0.7523964179857476, 'recall': 0.7484789222077357, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7483262930962588, 'precision': 0.7520527738950998, 'recall': 0.7493036211699164, 'support': 359.0}}"
NaiveBayes,lemmatizer,w-stopwords,HashingVectorizer,50000,UNIGRAMS,50000,0.708221875,0.7103064066852368,8.720508525999321,"{'0': {'f1-score': 0.6988456216516093, 'precision': 0.7196216363431046, 'recall': 0.6792355825297504, 'support': 159494.0}, '4': {'f1-score': 0.7170319096383534, 'precision': 0.6980945018500269, 'recall': 0.7370254071498885, 'support': 160506.0}, 'accuracy': 0.708221875, 'macro avg': {'f1-score': 0.7079387656449814, 'precision': 0.7088580690965658, 'recall': 0.7081304948398195, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7079675227128605, 'precision': 0.7088240293151485, 'recall': 0.708221875, 'support': 320000.0}}","{'0': {'f1-score': 0.688622754491018, 'precision': 0.732484076433121, 'recall': 0.6497175141242938, 'support': 177.0}, '4': {'f1-score': 0.7291666666666666, 'precision': 0.693069306930693, 'recall': 0.7692307692307693, 'support': 182.0}, 'accuracy': 0.7103064066852368, 'macro avg': {'f1-score': 0.7088947105788423, 'precision': 0.7127766916819069, 'recall': 0.7094741416775315, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7091770498001212, 'precision': 0.7125022155711658, 'recall': 0.7103064066852368, 'support': 359.0}}"
NaiveBayes,porter,wo-stopwords-nltk,HashingVectorizer,10000,UNI_AND_BIGRAMS,10000,0.68371875,0.724233983286908,10.22389767400091,"{'0': {'f1-score': 0.6666073734419058, 'precision': 0.7022598242667369, 'recall': 0.6344000401269013, 'support': 159494.0}, '4': {'f1-score': 0.699159394097924, 'precision': 0.6685330665423663, 'recall': 0.732726502436046, 'support': 160506.0}, 'accuracy': 0.68371875, 'macro avg': {'f1-score': 0.6828833837699149, 'precision': 0.6853964454045516, 'recall': 0.6835632712814737, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.6829348566525772, 'precision': 0.6853431149689, 'recall': 0.68371875, 'support': 320000.0}}","{'0': {'f1-score': 0.7130434782608696, 'precision': 0.7321428571428571, 'recall': 0.6949152542372882, 'support': 177.0}, '4': {'f1-score': 0.7345844504021448, 'precision': 0.7172774869109948, 'recall': 0.7527472527472527, 'support': 182.0}, 'accuracy': 0.724233983286908, 'macro avg': {'f1-score': 0.7238139643315071, 'precision': 0.724710172026926, 'recall': 0.7238312534922704, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7239639711012932, 'precision': 0.7246066527356176, 'recall': 0.724233983286908, 'support': 359.0}}"
NaiveBayes,lemmatizer,wo-stopwords-nltk,HashingVectorizer,ALL_FEATURES,UNI_AND_BIGRAMS,3500000,0.7232875,0.7437325905292479,10.347346897000534,"{'0': {'f1-score': 0.7130877702317383, 'precision': 0.7378662911553678, 'recall': 0.6899193700076491, 'support': 159494.0}, '4': {'f1-score': 0.732786924822558, 'precision': 0.7105635863521976, 'recall': 0.7564452419224204, 'support': 160506.0}, 'accuracy': 0.7232875, 'macro avg': {'f1-score': 0.7229373475271481, 'precision': 0.7242149387537827, 'recall': 0.7231823059650347, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7229684968153449, 'precision': 0.7241717663518127, 'recall': 0.7232875, 'support': 320000.0}}","{'0': {'f1-score': 0.7341040462427746, 'precision': 0.7514792899408284, 'recall': 0.7175141242937854, 'support': 177.0}, '4': {'f1-score': 0.7526881720430108, 'precision': 0.7368421052631579, 'recall': 0.7692307692307693, 'support': 182.0}, 'accuracy': 0.7437325905292479, 'macro avg': {'f1-score': 0.7433961091428927, 'precision': 0.7441606976019931, 'recall': 0.7433724467622773, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7435255250607217, 'precision': 0.7440587673465775, 'recall': 0.7437325905292479, 'support': 359.0}}"
NaiveBayes,porter,w-stopwords,TfidfVectorizer,10000,UNIGRAMS,10000,0.772053125,0.83008356545961,9.558129017999818,"{'0': {'f1-score': 0.768868567227836, 'precision': 0.7772346681870888, 'recall': 0.7606806525637329, 'support': 159494.0}, '4': {'f1-score': 0.7751511209615023, 'precision': 0.7671183565889581, 'recall': 0.7833538933123996, 'support': 160506.0}, 'accuracy': 0.772053125, 'macro avg': {'f1-score': 0.7720098440946692, 'precision': 0.7721765123880234, 'recall': 0.7720172729380662, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7720197783827605, 'precision': 0.7721605159703089, 'recall': 0.772053125, 'support': 320000.0}}","{'0': {'f1-score': 0.8271954674220963, 'precision': 0.8295454545454546, 'recall': 0.8248587570621468, 'support': 177.0}, '4': {'f1-score': 0.8328767123287671, 'precision': 0.8306010928961749, 'recall': 0.8351648351648352, 'support': 182.0}, 'accuracy': 0.83008356545961, 'macro avg': {'f1-score': 0.8300360898754318, 'precision': 0.8300732737208147, 'recall': 0.830011796113491, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8300756528622469, 'precision': 0.8300806249628114, 'recall': 0.83008356545961, 'support': 359.0}}"
NaiveBayes,porter,wo-stopwords-nltk,HashingVectorizer,250000,UNI_AND_BI_AND_TRIGRAMS,250000,0.701009375,0.7325905292479109,13.506751160999556,"{'0': {'f1-score': 0.6866757706452363, 'precision': 0.718750642708769, 'recall': 0.6573413419940562, 'support': 159494.0}, '4': {'f1-score': 0.7140889137249394, 'precision': 0.6861479443873361, 'recall': 0.7444020784269747, 'support': 160506.0}, 'accuracy': 0.701009375, 'macro avg': {'f1-score': 0.7003823421850879, 'precision': 0.7024492935480525, 'recall': 0.7008717102105155, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7004256892175826, 'precision': 0.7023977405313317, 'recall': 0.701009375, 'support': 320000.0}}","{'0': {'f1-score': 0.7225433526011561, 'precision': 0.7396449704142012, 'recall': 0.7062146892655368, 'support': 177.0}, '4': {'f1-score': 0.7419354838709677, 'precision': 0.7263157894736842, 'recall': 0.7582417582417582, 'support': 182.0}, 'accuracy': 0.7325905292479109, 'macro avg': {'f1-score': 0.7322394182360619, 'precision': 0.7329803799439427, 'recall': 0.7322282237536475, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7323744609329269, 'precision': 0.7328875583496494, 'recall': 0.7325905292479109, 'support': 359.0}}"
NaiveBayes,lemmatizer,wo-stopwords-nltk,HashingVectorizer,50000,UNI_AND_BIGRAMS,50000,0.695853125,0.7298050139275766,10.15087958499862,"{'0': {'f1-score': 0.6837681263016984, 'precision': 0.7096312981784093, 'recall': 0.6597238767602543, 'support': 159494.0}, '4': {'f1-score': 0.7070484515198854, 'precision': 0.6839561386651759, 'recall': 0.7317545761529164, 'support': 160506.0}, 'accuracy': 0.695853125, 'macro avg': {'f1-score': 0.6954082889107919, 'precision': 0.6967937184217926, 'recall': 0.6957392264565854, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.6954451009250432, 'precision': 0.6967531195758123, 'recall': 0.695853125, 'support': 320000.0}}","{'0': {'f1-score': 0.717201166180758, 'precision': 0.7409638554216867, 'recall': 0.6949152542372882, 'support': 177.0}, '4': {'f1-score': 0.7413333333333333, 'precision': 0.7202072538860104, 'recall': 0.7637362637362637, 'support': 182.0}, 'accuracy': 0.7298050139275766, 'macro avg': {'f1-score': 0.7292672497570456, 'precision': 0.7305855546538486, 'recall': 0.7293257589867759, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7294353010603366, 'precision': 0.7304410100749094, 'recall': 0.7298050139275766, 'support': 359.0}}"
